Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
24.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,20002.49871956223
36.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.49871956223
24.0,4.6,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,23,20002.49871956223
26.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.49871956223
35.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Urban,11,20002.49871956223
34.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,20002.49871956223
24.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,43,20002.49871956223
22.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,11,20002.49871956223
,,,,1,Meal,scooter,1.0,No,Metropolitian,38,20002.49871956223
,,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.49871956223
33.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.49871956223
20.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.49871956223
32.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.49871956223
36.0,5.0,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.49871956223
39.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,20002.49871956223
23.0,4.0,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,33,20002.498719503557
26.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.498719503557
35.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.498719503557
33.0,4.7,Cloudy,Medium,1,Meal,motorcycle,,No,Metropolitian,16,20002.498719503557
30.0,4.3,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,38,20002.498719503557
24.0,4.2,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,31,20002.498719503557
31.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.498719503557
24.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.498719503557
37.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.498719503557
21.0,4.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.498719503557
38.0,4.7,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.498719503557
26.0,2.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,38,20002.498719503557
34.0,4.8,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,32,20002.498719503557
32.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Urban,16,20002.498719503557
28.0,4.7,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,11,20002.498719503557
34.0,4.7,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.498717686212
39.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,20002.498717686212
36.0,5.0,Sunny,Medium,0,Drinks,motorcycle,,No,Metropolitian,21,20002.498717686212
23.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Urban,15,20002.498717686212
21.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,23,20002.498717686212
28.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.498717686212
33.0,4.9,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.498717686212
31.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.498717686212
22.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.498717686212
35.0,4.4,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.498717686212
39.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,25,20002.498717686212
29.0,5.0,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.498717686212
31.0,4.1,Stormy,Medium,0,Drinks,motorcycle,3.0,Yes,Semi-Urban,49,20002.498717686212
27.0,4.9,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,20002.498717092156
,,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,31,20002.498717092156
25.0,4.8,Sunny,High,2,Snack,motorcycle,0.0,No,Urban,16,20002.498717092156
22.0,4.0,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,20002.498717092156
37.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Urban,22,20002.498717092156
25.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,20,20002.498717092156
37.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,16,20002.498717092156
26.0,3.4,Sunny,Low,1,Meal,motorcycle,2.0,No,Urban,39,20002.498717092156
26.0,4.7,Sunny,High,1,Buffet,scooter,,No,Metropolitian,12,20002.498717092156
25.0,4.2,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,34,20002.498717092156
25.0,5.0,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.498717092156
28.0,5.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,36,20002.498717092156
37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,16,20002.498717092156
25.0,4.6,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,20002.498717092156
36.0,4.9,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,19,20002.498716925158
26.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.498716925158
28.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.498716925158
39.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,2.0,Yes,Urban,51,20002.498716925158
22.0,4.8,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13,20002.498716925158
31.0,4.9,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.498716925158
26.0,4.9,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20002.498716925158
24.0,4.9,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,10,20002.498716925158
38.0,4.9,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.498716925158
21.0,4.5,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,22,20002.498716925158
22.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.498716925158
36.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,21,20002.498716925158
22.0,4.8,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.498716751732
39.0,4.2,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39,20002.498716751732
21.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.498716751732
,,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.498716751732
34.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.498716751732
37.0,5.0,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,20002.498716751732
37.0,4.6,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.498716751732
20.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.498716751732
26.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.498716751732
32.0,4.6,Cloudy,Low,1,Snack,scooter,1.0,No,,16,20002.498716751732
36.0,4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,20002.498716751732
21.0,4.7,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.498716751732
22.0,4.7,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,17,20002.498716751732
23.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,30,20002.49871673901
26.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,15,20002.49871673901
22.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.49871673901
38.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.49871673901
34.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.49871673901
36.0,4.7,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,20,20002.49871673901
22.0,4.5,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,16,20002.49871673901
21.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.49871673901
26.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,45,20002.49871673901
21.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,25,20002.49871673901
28.0,4.8,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14,20002.49871673901
29.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Urban,19,20002.49871673901
23.0,4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,20002.49871673901
28.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.49871673901
23.0,3.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,49,20002.49871673901
20.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Urban,24,20002.49871673901
27.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.498716283688
29.0,4.9,Fog,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,44,20002.498716283688
31.0,4.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.498716283688
28.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.498716283688
29.0,2.9,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,20002.498716283688
28.0,2.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,34,20002.498716283688
35.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.498716283688
20.0,3.5,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,36,20002.498716283688
21.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.498716283688
38.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.498716283688
,,Windy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,34,20002.498716283688
20.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.498716283688
33.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,49,20002.498712275483
23.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,11,20002.498712275483
20.0,4.7,Windy,Medium,2,Snack,electric_scooter,1.0,No,Urban,19,20002.498712275483
34.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.498712275483
31.0,3.7,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.498712275483
38.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.498712275483
38.0,5.0,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.498712275483
38.0,5.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,40,20002.498712275483
38.0,3.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,20002.498712275483
26.0,4.9,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.498712275483
37.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,20,20002.498712275483
26.0,4.7,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.498712275483
23.0,4.7,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.498712275483
38.0,4.1,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,39,20002.49870594651
34.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,30,20002.49870594651
37.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,,26,20002.49870594651
25.0,4.7,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,10,20002.49870594651
34.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,20002.49870594651
23.0,4.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,33,20002.49870594651
35.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.49870594651
37.0,4.6,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,20002.49870594651
38.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,36,20002.49870594651
33.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,30,20002.49870594651
26.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15,20002.49870594651
29.0,4.5,Sunny,High,1,Snack,scooter,0.0,No,Urban,11,20002.49870594651
39.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.49870594651
33.0,4.5,Sunny,High,2,Drinks,electric_scooter,0.0,No,Urban,15,20002.49870594651
30.0,4.1,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,35,20002.49869516323
26.0,2.5,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,36,20002.49869516323
,,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,29,20002.49869516323
31.0,4.9,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.49869516323
21.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,11,20002.4986939335
,,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.4986939335
36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.4986939335
29.0,4.5,Stormy,High,1,Buffet,motorcycle,1.0,No,Urban,19,20002.4986939335
35.0,4.8,Fog,Medium,2,Buffet,motorcycle,,No,Metropolitian,19,20002.498693932193
27.0,4.5,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.498693932193
33.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,34,20002.498693932193
20.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,12,20002.498691586752
32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.498691586752
39.0,4.4,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.498691553174
30.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,20002.498691553174
,,Fog,Jam,2,Drinks,scooter,2.0,No,Urban,38,20002.498691553174
30.0,4.8,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,24,20002.49869150608
37.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,47,20002.49869150608
,,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.49869150608
34.0,4.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,20002.49869127526
25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.49869127526
25.0,4.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.49869127526
29.0,4.9,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,20002.49869127526
,,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,16,20002.4986909869
23.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,10,20002.4986909869
25.0,4.9,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,20002.49869070873
,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,21,20002.49869070873
36.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,20002.49868953798
32.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.49868953798
21.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.49868953798
25.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.49868953798
26.0,5.0,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,13,20002.498689519096
34.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,27,20002.498689519096
27.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.498689519096
22.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,20002.49868948016
36.0,4.1,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,36,20002.49868948016
37.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.49868948016
29.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.49868936814
36.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,19,20002.49868936814
39.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.49868936814
34.0,4.3,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.49868936814
30.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.49868874377
20.0,4.6,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.49868874377
34.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.498687905845
21.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.498687905845
37.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.498687905845
24.0,4.7,Fog,Low,2,Buffet,scooter,1.0,No,,29,20002.498687905845
38.0,4.8,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.49868769788
38.0,4.8,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.49868769788
21.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.49868769788
30.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.49868769788
25.0,5.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39,20002.498686045703
25.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,20002.498686045703
24.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.498685988507
32.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,28,20002.498685988507
25.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,,16,20002.498685988507
32.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,37,20002.498685973555
15.0,1.0,,,3,Buffet,scooter,1.0,No,Urban,30,20002.498685973555
31.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.498685973555
22.0,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,18,20002.498685973555
28.0,4.7,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.498685905906
38.0,3.7,Fog,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,37,20002.49865782246
20.0,3.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,20002.49865782246
31.0,4.3,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.49865782246
20.0,4.5,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,15,20002.49865782246
26.0,4.9,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,20002.49865782246
34.0,4.5,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,25,20002.49865782246
34.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.49865782246
38.0,4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.49865782246
,,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.49865782246
28.0,5.0,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,25,20002.49865782246
35.0,4.7,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.49865782246
38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,20002.49865782246
24.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,10,20002.49865782246
30.0,5.0,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.49865782246
37.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,21,20002.498656783057
36.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.498656783057
26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.498656783057
38.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.498656783057
21.0,4.6,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.498656783057
37.0,4.1,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,36,20002.498656783057
36.0,4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20002.498656783057
27.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,24,20002.498656783057
37.0,4.1,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,32,20002.498656783057
25.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.498656783057
30.0,3.5,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42,20002.498656783057
23.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,45,20002.498656783057
29.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,,12,20002.498656783057
35.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,19,20002.498656783057
38.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.4986566467
26.0,5.0,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,20002.4986566467
28.0,4.8,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.4986566467
37.0,4.9,Sunny,Medium,0,Drinks,motorcycle,,No,Metropolitian,21,20002.4986566467
21.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,,18,20002.4986566467
32.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.4986566467
32.0,4.4,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,27,20002.4986566467
26.0,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.4986566467
26.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,20002.4986566467
31.0,4.5,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,39,20002.4986566467
22.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.4986566467
38.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,27,20002.4986566467
22.0,4.7,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.4986566467
38.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,20002.4986566467
28.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,,12,20002.4986566467
31.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.4986566467
,,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.498656611962
30.0,4.6,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,22,20002.498656611962
37.0,3.5,Windy,Medium,2,Buffet,scooter,,No,Metropolitian,39,20002.498656611962
38.0,4.8,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.498656611962
25.0,4.6,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,12,20002.498656611962
32.0,3.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.498656611962
34.0,4.9,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,28,20002.498656611962
30.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.498656611962
22.0,4.8,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.498656611962
30.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.498656611962
34.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,32,20002.498656611962
26.0,4.8,Sunny,High,1,Snack,scooter,0.0,No,Urban,13,20002.498656611962
26.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.498656611962
29.0,4.5,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.498656611962
21.0,5.0,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.498656611962
20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,20002.498656611962
35.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.498656611962
,,Fog,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,50,20002.49865657665
20.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,24,20002.49865657665
35.0,4.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.49865657665
25.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,21,20002.49865657665
23.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,20002.49865657665
27.0,4.6,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,29,20002.49865657665
27.0,4.9,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.49865657665
21.0,5.0,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,20002.49865657665
26.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,22,20002.49865657665
36.0,5.0,Windy,High,0,Drinks,motorcycle,2.0,Yes,Metropolitian,48,20002.49865657665
26.0,4.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,43,20002.49865657665
20.0,4.5,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20002.49865657665
32.0,4.4,Windy,Low,0,Snack,motorcycle,,No,Urban,25,20002.49865657665
30.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.49865657665
,,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.49865645673
32.0,4.8,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,36,20002.49865645673
36.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.49865645673
33.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.49865645673
