,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
40869,29.0,4.4,Cloudy,Jam,1,Meal,motorcycle,2.0,No,,34,20002.49101833479
40870,33.0,4.8,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,20002.49101833479
40871,25.0,4.6,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,33,20002.49101833479
40872,32.0,4.6,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27,20002.49101833479
40873,25.0,4.7,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.49101833479
40874,28.0,5.0,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,15,20002.49101833479
40875,29.0,5.0,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,20002.49101833479
40876,27.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,15,20002.49101833479
40877,28.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.49101833479
40878,38.0,4.6,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.49101833479
40879,32.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20002.49101833479
40880,39.0,4.1,Fog,Jam,2,Snack,scooter,1.0,No,Urban,41,20002.49101833479
40881,30.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,15,20002.49101833479
40882,22.0,5.0,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.49101833479
40883,26.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,36,20002.49101833479
40884,37.0,4.8,Stormy,Medium,1,Buffet,motorcycle,1.0,No,,27,20002.49101832739
40885,21.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,24,20002.49101832739
40886,22.0,4.6,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,21,20002.49101832739
40887,20.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,20,20002.49101832739
40888,23.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,19,20002.49101832739
40889,23.0,4.7,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,20,20002.49101832739
40890,35.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,20002.49101832739
40891,29.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,37,20002.49101832739
40892,24.0,4.6,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.49101832739
40893,28.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,22,20002.49101832739
40894,26.0,4.5,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.49101832739
40895,,,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.49101832739
40896,35.0,4.1,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,20002.49101832739
40897,37.0,4.1,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.491018193283
40898,34.0,4.3,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.491018193283
40899,24.0,4.8,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,28,20002.491018193283
40900,35.0,4.8,Windy,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,43,20002.491018193283
40901,26.0,5.0,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,20002.491018193283
40902,27.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.491018193283
40903,30.0,4.9,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.491018193283
40904,27.0,4.7,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,20002.491018193283
40905,36.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,23,20002.491018193283
40906,30.0,4.2,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,36,20002.491018193283
40907,31.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.491018193283
40908,35.0,4.6,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.491018193283
40909,26.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,18,20002.491018193283
40910,,,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,20002.491018193283
40911,38.0,4.3,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,42,20002.49101562568
40912,29.0,4.0,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,39,20002.49101562568
40913,36.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.49101562568
40914,25.0,5.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,27,20002.49101562568
40915,34.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.49101562568
40916,38.0,4.8,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.49101562568
40917,33.0,5.0,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.49101562568
40918,35.0,3.9,Windy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,34,20002.49101562568
40919,33.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.49101562568
40920,23.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,,15,20002.49101562568
40921,24.0,4.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,20002.49101562568
40922,30.0,5.0,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.49101562568
40923,21.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,,16,20002.49101562568
40924,29.0,4.8,Fog,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,27,20002.491015618576
40925,36.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.491015618576
40926,27.0,4.3,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,36,20002.491015618576
40927,26.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.491015618576
40928,38.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.491015618576
40929,22.0,4.7,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,23,20002.491015618576
40930,29.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,14,20002.491015618576
40931,25.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,12,20002.491015618576
40932,24.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,12,20002.491015618576
40933,22.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,20002.491015618576
40934,27.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,10,20002.491015618576
40935,36.0,4.2,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.491014978077
40936,34.0,4.6,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,26,20002.491014978077
40937,26.0,5.0,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,16,20002.491014978077
40938,30.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.491014978077
40939,30.0,4.9,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.491014978077
40940,34.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.491014978077
40941,28.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14,20002.491014978077
40942,,,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.491014978077
40943,37.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,37,20002.491014978077
40944,36.0,5.0,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,19,20002.491014978077
40945,39.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.491014978077
40946,33.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.491014978077
40947,30.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,23,20002.491014978077
40948,22.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,38,20002.491014978077
40949,27.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.491006008895
40950,37.0,5.0,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,27,20002.491006008895
40951,,,,Low,1,Snack,motorcycle,0.0,No,Metropolitian,23,20002.491006008895
40952,29.0,4.9,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,20002.491006008895
40953,22.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.491006008895
40954,30.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.491006008895
40955,20.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Urban,17,20002.491006008895
40956,33.0,4.0,Cloudy,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,43,20002.491006008895
40957,24.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,17,20002.491006008895
40958,25.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.491006008895
40959,29.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.491006008895
40960,,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.491006008895
40961,32.0,4.6,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.491006008895
40962,,,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,24,20002.49100521461
40963,37.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.49100521461
40964,25.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,17,20002.49100521461
40965,21.0,4.7,Cloudy,High,2,Buffet,electric_scooter,1.0,No,,24,20002.49100521461
40966,28.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,20002.49100521461
40967,32.0,4.3,Sandstorms,High,0,Drinks,motorcycle,1.0,No,,33,20002.49100521461
40968,26.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,14,20002.49100521461
40969,20.0,4.3,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.49100521461
40970,28.0,4.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.49100521461
40971,36.0,4.3,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,31,20002.49100521461
40972,37.0,4.6,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.49100521461
40973,28.0,4.8,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,28,20002.49100521461
40974,39.0,4.7,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,19,20002.49100521461
40975,33.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.49100521461
40976,34.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.49100521461
40977,26.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.490986850098
40978,29.0,4.6,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,24,20002.490986850098
40979,26.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,10,20002.490986850098
40980,36.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,,17,20002.490986850098
40981,33.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.490986850098
40982,34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,25,20002.490986850098
40983,32.0,3.5,Windy,Jam,2,Buffet,motorcycle,2.0,Yes,Urban,44,20002.490986850098
40984,21.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.490986850098
40985,38.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.490986850098
40986,31.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,,18,20002.490986850098
40987,28.0,5.0,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,25,20002.490986850098
40988,24.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,,No,Metropolitian,18,20002.490986850098
40989,20.0,4.8,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,35,20002.490986850098
40990,36.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,20002.490986850098
40991,36.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,24,20002.490923840563
40992,32.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,28,20002.490923840563
40993,38.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,21,20002.490923840563
40994,25.0,2.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,Urban,31,20002.490923840563
40995,28.0,4.9,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,13,20002.490923576093
40996,24.0,4.6,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.490923576093
40997,26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,,18,20002.490923576093
40998,36.0,4.3,Stormy,Medium,1,Snack,scooter,1.0,No,,32,20002.490923576093
40999,31.0,4.9,Sandstorms,Jam,2,Snack,scooter,,No,Metropolitian,28,20002.490921911223
41000,24.0,4.7,Sandstorms,High,1,Snack,scooter,1.0,No,Urban,22,20002.490921911223
41001,30.0,4.8,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.490921911223
41002,,,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,41,20002.490921767123
41003,26.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,,22,20002.490921767123
41004,38.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.490921767123
41005,37.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.490921767123
41006,24.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.49092166168
41007,38.0,4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,20002.49092166168
41008,32.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.49092166168
41009,20.0,4.6,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.49092166168
41010,34.0,3.3,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.490921624627
41011,32.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.490921624627
41012,38.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.490921624627
41013,20.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.490921425182
41014,25.0,4.5,Fog,Jam,1,Meal,scooter,1.0,No,Urban,30,20002.490921425182
41015,37.0,5.0,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,24,20002.490921425182
41016,37.0,4.7,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20002.490920867353
41017,39.0,4.2,Sunny,Medium,0,Meal,motorcycle,2.0,No,Urban,36,20002.490920867353
41018,27.0,4.8,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,20002.490920867353
41019,32.0,5.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,20002.490920867353
41020,24.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.49092055678
41021,20.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.49092055678
41022,21.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.49092055678
41023,31.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.49092055678
41024,22.0,4.5,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,13,20002.490919924683
41025,,,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20002.490919924683
41026,33.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.490919924683
41027,26.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.490919729622
41028,39.0,4.8,Fog,Low,1,Snack,motorcycle,,No,Metropolitian,30,20002.490919729622
41029,31.0,4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,21,20002.490919729622
41030,32.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.49091963015
41031,22.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.49091963015
41032,21.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.49091963015
41033,29.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,20002.4909192421
41034,37.0,4.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.4909192421
41035,36.0,4.2,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,20002.4909192421
41036,24.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.490919154294
41037,28.0,4.5,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.490919154294
41038,30.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.490919154294
41039,22.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,20002.490919134172
41040,34.0,4.5,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.490919134172
41041,28.0,4.7,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.490919134172
41042,36.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,23,20002.49091878456
41043,20.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.49091878456
41044,23.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.49091878456
41045,27.0,5.0,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,38,20002.490918556596
41046,27.0,4.6,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,16,20002.490918556596
41047,33.0,4.7,Windy,High,2,Buffet,scooter,1.0,No,Urban,30,20002.490917299372
41048,24.0,4.5,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,49,20002.490917299372
41049,25.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.490917299372
41050,28.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.490917299372
41051,29.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,20002.49069090528
41052,34.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,24,20002.49069090528
41053,26.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,10,20002.49069090528
41054,31.0,4.4,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,37,20002.49069090528
41055,29.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,35,20002.49069044082
41056,31.0,5.0,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,32,20002.49069044082
41057,35.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,20002.49069044082
41058,23.0,4.5,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,17,20002.49069044082
41059,27.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.490690313807
41060,34.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Urban,25,20002.490690313807
41061,31.0,4.8,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,38,20002.490690313807
41062,35.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,45,20002.490690313807
41063,36.0,4.2,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,33,20002.490689775765
41064,25.0,4.2,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,34,20002.490689775765
41065,33.0,3.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,20002.490689775765
41066,20.0,3.7,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,46,20002.490689775765
41067,33.0,4.6,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.490689764865
41068,34.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.490689764865
41069,29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.490689764865
41070,25.0,4.8,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,21,20002.490689764865
41071,35.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.490689495302
41072,24.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,21,20002.490689495302
41073,32.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.490689495302
41074,,,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.49068925377
41075,30.0,3.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,33,20002.49068925377
41076,29.0,4.3,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.49068925377
41077,34.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,43,20002.49068925377
41078,27.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,26,20002.4906890972
41079,21.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.4906890972
41080,33.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.4906890972
41081,33.0,4.1,Fog,High,1,Drinks,motorcycle,2.0,No,Metropolitian,39,20002.4906890972
41082,,,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,20002.490689068512
41083,21.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,13,20002.490689068512
41084,,,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,29,20002.490689068512
41085,29.0,4.9,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,30,20002.490689068512
41086,32.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.49068881498
41087,31.0,4.6,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.490688804308
41088,29.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,18,20002.490688804308
41089,29.0,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,14,20002.490688804308
41090,26.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,20002.490688801638
41091,35.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,47,20002.490688801638
41092,39.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.490688801638
41093,22.0,4.9,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,20,20002.490688702677
41094,,,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,25,20002.490688702677
41095,38.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.490688702677
41096,50.0,6.0,,,3,Meal,scooter,1.0,Yes,Metropolitian,48,20002.490688702677
41097,32.0,4.6,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,20,20002.49068865531
41098,39.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,20,20002.49068865531
41099,26.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.4906873956
41100,32.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Urban,19,20002.4906873956
41101,23.0,4.6,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,23,20002.4906873956
41102,36.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,20002.4906873956
41103,29.0,4.6,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.490249924842
41104,33.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.490249924842
41105,21.0,5.0,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,20002.490249924842
41106,30.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.490249924842
41107,38.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.490249924842
41108,36.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,20002.490249924842
41109,28.0,4.6,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.490249924842
41110,30.0,4.6,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.490249924842
41111,35.0,4.4,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,36,20002.490249924842
41112,32.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.490249924842
41113,20.0,4.7,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.490249924842
41114,35.0,4.6,Stormy,Low,2,Snack,electric_scooter,0.0,No,Urban,15,20002.490249924842
41115,39.0,4.0,Fog,Medium,2,Drinks,scooter,2.0,No,,39,20002.490249924842
41116,25.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,20002.490249924842
41117,37.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.490249924842
41118,,,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.49024625837
41119,33.0,3.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,32,20002.49024625837
41120,35.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,27,20002.49024625837
41121,27.0,4.9,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.49024625837
41122,36.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.49024625837
41123,38.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.49024625837
41124,32.0,4.6,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.49024625837
41125,32.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.49024625837
41126,,,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,49,20002.49024625837
41127,36.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,20002.49024625837
41128,29.0,4.7,Fog,High,2,Snack,motorcycle,0.0,No,,27,20002.49024625837
